Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
NCC1CCC(CC1)C(=O)O,C8H15NO2,-1.11803,-1.09366,-1.18747,1.637997,-0.71897,-0.69176,-0.15108,-1.07393,-0.51096,0.21563,-1.12788,-0.13573,-0.16165,-0.67684,-0.30641,1.625606,-2.58E-02,-2.57E-02,1.975722,1.7012,-2.52E-02,-2.52E-02,1.903605,1.238988,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.4315,-0.58263,-0.07495,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-1.01267
CCCCOc1nc2ccccc2c(c1)C(=O)NCCN(CC)CC.[Cl-].[H+],C20H29ClN3O2,-0.06823,-0.00554,0.360253,0.120555,0.845174,-0.44547,-0.50877,0.140245,-0.61789,0.0577,1.049112,-0.21051,0.653806,0.672307,0.460405,-0.77153,-2.58E-02,-2.57E-02,-0.84067,-0.89463,-2.52E-02,-2.52E-02,-1.45594,-0.91463,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,-1.01323,2.749695,-0.36668,-0.37732,-0.47951,-0.39508,0.958947,-0.58263,-0.83184,0.942589,-0.65233,0.016684,0.359296,-0.23795,-0.77024,1.965735,-0.49277
COc1c(C/C=C(/CCC(=O)OCCN2CCOCC2)\C)c(O)c2c(c1C)COC2=O.[Cl-].[H+],C23H31ClNO7,0.356193,0.429704,-0.25884,0.400084,0.67138,0.53971,-0.50877,0.434984,-0.13431,0.0577,0.683256,-0.67476,0.286449,0.867894,0.245282,-0.65189,-2.58E-02,-2.57E-02,-0.84067,-0.74843,-2.52E-02,-2.52E-02,-0.61605,-0.2427,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,2.749695,-0.36668,-0.37732,-0.47951,-0.39508,0.439845,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,1.331694,1.965735,0.003225
[He],He,-1.84023,-1.81907,-1.18747,0.400084,-1.06656,0.53971,-0.50877,-1.86991,-1.27514,0.0577,0.683256,-0.67476,0.286449,0.867894,0.245282,-0.65189,-2.58E-02,-2.57E-02,-0.84067,-0.74843,-2.52E-02,-2.52E-02,-0.61605,-0.2427,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,2.749695,-0.36668,-0.37732,-0.47951,-0.39508,0.439845,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,1.331694,1.965735,0.003225
CC(=O)Nc1nnc(s1)S(=O)(=O)[NH-].[Na+],C4H5N4NaO3S2,-0.70784,-0.87604,-0.41361,-0.87776,-0.54518,0.047121,-0.15108,-1.02147,0.386328,-0.84407,-0.60177,-0.04537,-1.05784,-1.01213,-0.98647,0.83938,-2.58E-02,-2.57E-02,1.036924,0.503127,-2.52E-02,-2.52E-02,0.223833,1.104603,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.16825,-0.58263,-0.07495,-0.59641,1.384333,0.016684,0.359296,-0.23795,0.280728,-0.3596,-0.49277
Oc1ccc2c(c1)c(C)c(n2Cc1ccc(cc1)OCCN1CCCCCC1)c1ccc(cc1)O.CC(=O)O,C32H38N2O5,0.642271,0.937492,2.062749,-0.51837,0.149998,0.047121,0.206612,1.104729,-0.1267,0.662898,0.574407,1.484473,0.839503,1.346881,1.227215,-0.90826,-2.58E-02,-2.57E-02,-0.84067,-0.62007,-2.52E-02,-2.52E-02,-0.61605,-1.53487,-2.47E-02,-2.47E-02,-1.43158,-0.7682798259,-0.53194,0.98634,-0.36345,2.725518,-0.37732,-0.47951,-0.39508,0.206249,0.518042,2.195733,-0.59641,1.384333,-0.68318,0.359296,-0.23795,-0.77024,0.803066,-0.02665
[O-]C(=O)[C@@H]1N2C(=O)[C@H]([C@H]2SC1(C)C)NC(=O)c1c(C)onc1c1ccccc1.[Na+],C19H18N3NaO5S,0.136815,0.212081,0.515025,-0.39857,-0.19759,0.047121,-0.50877,0.054048,0.424947,-1.18886,0.196457,-0.34137,0.189564,-0.24575,-0.72277,-0.29723,-2.58E-02,-2.57E-02,0.098126,-0.49883,-2.52E-02,-2.52E-02,-0.61605,-0.04973,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.120968,-0.58263,-0.83184,0.942589,1.384333,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.42751
ONC(Cc1ccccc1)C.Br,C9H14BrNO,-0.76493,-1.02112,-0.25884,-0.5583,-0.54518,-0.93806,-0.15108,-0.85798,-0.88581,0.0577,0.247858,0.397068,0.577105,-0.32957,0.224464,0.070245,-2.58E-02,-2.57E-02,0.098126,0.253528,-2.52E-02,-2.52E-02,0.223833,0.47747,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.595576,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,-1.19792
NC(=O)CC[C@@H](C(=O)O)N,C5H10N2O3,-1.17021,-1.1662,-1.18747,0.519882,-0.37138,-0.44547,0.206612,-1.24818,0.009068,0.103512,-1.4756,-0.81497,-1.8854,-1.44721,-1.03158,2.018719,-2.58E-02,-2.57E-02,1.975722,1.804605,-2.52E-02,-2.52E-02,1.903605,1.642145,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.70959,-0.58263,1.438839,-0.59641,-0.65233,0.716544,0.359296,-0.23795,-0.77024,-0.3596,-1.23377
OC(c1ccccc1)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],C17H24BrNO3,-0.11367,-0.29571,-0.25884,0.479949,-0.37138,-0.69176,-0.50877,-0.11835,-0.71359,-0.42212,0.49277,-0.91779,-0.96902,-1.1678,-0.69848,-0.4126,-2.58E-02,-2.57E-02,-0.84067,-0.15653,-2.52E-02,-2.52E-02,-0.61605,0.157013,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.499171,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,0.349824
O[C@H]1C[C@H](O)C/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@@H](C(O)(C)C)C)C)C)/C1,C27H44O3,0.104856,0.284622,-1.18747,1.23867,-0.19759,-0.69176,0.206612,0.491708,-0.5427,-0.42212,0.49277,1.334916,-0.96902,-1.1678,-0.69848,-0.4126,-2.58E-02,-2.57E-02,-0.84067,-0.15653,-2.52E-02,-2.52E-02,-0.61605,0.157013,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.499171,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,0.349824
[Na+].[Cl-],ClNa,-1.58361,-1.74653,-1.18747,1.23867,-1.06656,-0.69176,0.206612,-1.76147,-1.27514,-0.42212,0.49277,1.334916,-0.96902,-1.1678,-0.69848,-0.4126,-2.58E-02,-2.57E-02,-0.84067,-0.15653,-2.52E-02,-2.52E-02,-0.61605,0.157013,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.499171,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,0.349824
Brc1c(ccc2c1nccn2)NC1=NCCN1.OC(=O)[C@@H]([C@H](C(=O)O)O)O,C15H16BrN5O6,0.225434,0.066999,0.360253,-0.7979,-0.19759,0.786004,1.279686,0.076107,0.864118,0.225275,-0.91623,-0.80562,-0.80351,0.085548,-0.37927,0.647096,-2.58E-02,-2.57E-02,1.036924,0.592269,-2.52E-02,-2.52E-02,1.063719,-0.3633,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.89128,1.618714,-0.07495,0.942589,1.384333,0.716544,-2.24319,-0.23795,-0.77024,-0.3596,0.104815
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2C(=O)COC(=O)C(C)(C)C)C)C,C26H38O4,0.095146,0.284622,-1.18747,1.358468,-0.19759,-0.44547,-0.86646,0.337294,-0.54572,0.541135,0.831413,1.25079,1.174565,1.207176,1.195988,-0.71598,-2.58E-02,-2.57E-02,-0.84067,-0.67355,-2.52E-02,-2.52E-02,-0.61605,-0.39431,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,2.648644,-0.47951,2.529585,0.69198,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,0.863747
CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl,C10H13ClN2O3S,-0.5546,-0.65841,-0.25884,-0.6781,-0.0238,-0.69176,-0.15108,-0.66204,-0.26561,0.212013,0.163197,0.481194,0.205711,-0.53714,0.214054,0.159978,-2.58E-02,-2.57E-02,0.098126,-0.02816,-2.52E-02,-2.52E-02,0.223833,-0.03595,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.421306,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.86925
[K+].[I-],IK,-1.0766,-1.74653,-1.18747,-0.6781,-1.06656,-0.69176,-0.15108,-1.61002,-1.27514,0.212013,0.163197,0.481194,0.205711,-0.53714,0.214054,0.159978,-2.58E-02,-2.57E-02,0.098126,-0.02816,-2.52E-02,-2.52E-02,0.223833,-0.03595,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.421306,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.86925
OP(=O)(O)O.N[C@H](Cc1cc(F)c(cc1F)F)CC(=O)N1CCn2c(C1)nnc2C(F)(F)F,C16H18F6N5O5P,0.522824,0.502245,0.515025,-0.11904,-0.0238,2.017476,0.564304,0.011969,0.711452,0.196341,-1.63282,0.527931,-0.06476,0.348991,-0.09128,1.159852,-2.58E-02,-2.57E-02,1.036924,1.562138,-2.52E-02,-2.52E-02,1.903605,-0.24959,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.65881,0.518042,-0.07495,0.942589,1.384333,1.416404,0.359296,-0.23795,1.331694,-0.3596,0.027129
OC(=O)[C@@H]([C@H](C(=O)O)O)O.Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C.O.O,C21H33NO9,0.23142,0.357163,-0.25884,0.599747,-0.54518,1.032298,1.637377,0.26778,0.61949,0.37356,-1.12788,-0.25724,-0.77929,0.341008,-0.17109,0.835107,-2.58E-02,-2.57E-02,1.036924,1.002324,-2.52E-02,-2.52E-02,1.063719,0.081205,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.08038,0.518042,-0.83184,0.942589,1.384333,0.716544,-2.24319,-0.23795,-0.77024,-0.3596,0.60081
CCN(C(=O)/C(=C/c1cc(O)c(c(c1)[N+](=O)[O-])O)/C#N)CC,C14H15N3O5,-0.42002,-0.29571,-0.25884,-0.71803,-0.0238,0.047121,-0.15108,-0.36674,0.298349,0.243358,0.12389,0.122881,-0.49267,-1.13188,-0.08087,0.142886,-2.58E-02,-2.57E-02,0.098126,-0.33125,-2.52E-02,-2.52E-02,-0.61605,0.835832,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.324901,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,3.654948,4.484589,-1.52227,-0.52265
O=C([C@@H](c1ccccc1)O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)[O-])CSc1nnnn1CS(=O)(=O)[O-].[Na+].[Na+],C18H16N6Na2O8S3,0.905676,0.79241,0.515025,-0.5583,0.67138,1.278593,-0.15108,0.37548,1.977916,-3.04544,-0.69853,-1.13589,-0.35542,-1.84637,-2.54438,0.236891,-2.58E-02,-2.57E-02,0.098126,-0.3669,-2.52E-02,-2.52E-02,-0.61605,0.863398,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.02847,1.618714,0.681945,0.942589,1.384333,0.716544,-1.88831,-0.23795,0.280728,0.803066,0.81594
O=C(OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)CCC1CCCC1,C29H42O6,0.434819,0.647328,-1.18747,1.438334,0.149998,0.047121,-0.15108,0.614052,-0.05743,0.433839,0.910027,0.942328,0.750692,0.999615,0.977395,-0.92108,-2.58E-02,-2.57E-02,-0.84067,-1.07291,-2.52E-02,-2.52E-02,-1.45594,-0.22891,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,0.599283,-0.58263,1.438839,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,1.228273
CCCCOc1ccc(cc1)C(=O)CCN1CCCCC1.[Cl-].[H+],C18H27ClNO2,-0.32301,-0.29571,-0.25884,0.559814,0.323792,-0.69176,-0.86646,-0.07293,-0.91863,0.0577,1.052136,-0.19181,0.690138,0.831969,0.498572,-0.6818,-2.58E-02,-2.57E-02,-0.84067,-0.71277,-2.52E-02,-2.52E-02,-0.61605,-0.39087,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,1.085014,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,0.803066,-0.94693
OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C.OC(=O)/C=C/C(=O)O,C22H35NO8,0.222134,0.357163,-0.25884,0.320218,1.366555,0.786004,0.564304,0.290025,0.348674,0.577302,-0.78017,0.203891,-0.25853,0.464746,0.238342,0.83938,-2.58E-02,-2.57E-02,1.036924,0.745594,-2.52E-02,-2.52E-02,1.063719,-0.2427,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.77263,-0.58263,-0.83184,0.942589,1.384333,-0.68318,0.418443,-0.23795,0.280728,0.803066,-0.00275
COc1cc2nc(nc(c2cc1OC)N)N(CCCNC(=O)C1CCCO1)C.[Cl-].[H+],C19H27ClN5O4,0.148552,0.212081,0.360253,0.240353,0.497586,0.047121,-0.15108,0.217545,0.074479,0.0577,0.223669,-0.87105,-0.33927,-0.29764,-0.21619,-0.20322,-2.58E-02,-2.57E-02,0.098126,-0.31342,-2.52E-02,-2.52E-02,-0.61605,-0.21513,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.139507,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.418443,-0.23795,-0.77024,0.803066,-0.09239
NC1=NCC2N1c1ccccc1Cc1c2cccc1.[Cl-].[H+],C16H15ClN3,-0.51203,-0.44079,0.669798,-1.11736,-1.06656,-1.18435,-0.50877,-0.21363,-0.77285,0.0577,0.780012,-0.86482,0.891983,0.157396,0.203645,-0.66043,-2.58E-02,-2.57E-02,-0.84067,-0.47031,-2.52E-02,-2.52E-02,-0.61605,-0.24614,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.940407,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.09239
OCC(CCn1cnc2c1[nH]c(N)nc2=O)CO,C10H15N5O3,-0.66528,-0.58587,0.20548,0.120555,-0.19759,-0.19917,0.564304,-0.65815,0.294366,0.036,-1.00089,-0.8025,-0.92866,-0.96822,-0.71236,1.18549,-2.58E-02,-2.57E-02,1.036924,1.048678,-2.52E-02,-2.52E-02,1.063719,0.921976,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.53903,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.9051
OCC(OCn1cnc2c1[nH]c(N)nc2=O)COC(=O)[C@H](C(C)C)N.[Cl-].[H+],C14H22ClN6O5,-0.01685,-0.00554,0.20548,0.400084,0.497586,0.53971,0.564304,-0.12076,0.793035,0.0577,-0.62899,-1.78709,-0.85195,-1.1199,-0.84768,0.651369,-2.58E-02,-2.57E-02,1.036924,0.282054,-2.52E-02,-2.52E-02,0.223833,0.897856,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.5242,0.518042,-0.07495,0.942589,1.384333,0.016684,0.359296,-0.23795,-0.77024,0.803066,0.134694
Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2c(c1)OCO2.[Cl-].[H+],C19H20ClFNO3,-0.13465,-0.07808,0.669798,-0.39857,-0.37138,-0.19917,-0.50877,-0.05458,-0.79578,0.0577,0.780012,-0.2479,0.904093,0.712223,0.439587,-0.72025,-2.58E-02,-2.57E-02,-0.84067,-0.45604,-2.52E-02,-2.52E-02,-0.61605,-0.67342,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,2.084166,2.529585,0.758722,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,-0.14019
O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CCCCCC1,C14H21N3O3S,-0.39122,-0.36825,-0.25884,0.120555,-0.19759,-0.44547,-0.15108,-0.30854,-0.22651,0.404905,0.290188,0.372142,0.270301,-0.73272,0.307737,-0.05367,-2.58E-02,-2.57E-02,0.098126,-0.21001,-2.52E-02,-2.52E-02,-0.61605,0.115663,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,2.725518,2.648644,-0.47951,-0.39508,0.454676,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.63619
O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C,C19H28O2,-0.49954,-0.36825,-1.18747,1.478266,-1.06656,-0.93806,-0.50877,-0.28759,-0.82498,0.397672,0.453463,0.811466,1.009053,0.548569,0.78656,-0.18613,-2.58E-02,-2.57E-02,0.098126,-0.03886,-2.52E-02,-2.52E-02,0.223833,0.208699,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.647486,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-1.52227,0.49922
CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-],C12H9N3O5S,-0.41064,-0.36825,0.515025,-1.55662,-0.0238,0.047121,-0.50877,-0.44905,0.442808,0.166202,0.093654,0.238164,-0.31505,-0.68482,0.002401,0.087337,-2.58E-02,-2.57E-02,0.098126,-0.38473,-2.52E-02,-2.52E-02,-0.61605,0.287952,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,2.725518,-0.37732,-0.47951,-0.39508,0.29153,-0.58263,-0.83184,0.942589,1.384333,-0.68318,0.359296,-0.23795,2.382659,-1.52227,-0.59436
COC[C@H](C(=O)NCc1ccccc1)NC(=O)C,C13H18N2O3,-0.67928,-0.58587,-0.25884,-0.35864,0.323792,-0.69176,-0.15108,-0.62163,-0.46136,0.273498,-0.44152,-0.30398,-0.24642,-0.32558,-0.10516,0.830834,-2.58E-02,-2.57E-02,1.036924,0.831171,-2.52E-02,-2.52E-02,1.063719,0.105326,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.04589,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.92901
CC(=O)O.NCCCCC1NC(=O)C(NC(=O)C(Cc2ccc(cc2)O)NC(=O)C(CSSCC(NC(=O)C(NC1=O)C(C)C)C(=O)NC(C(=O)N)C(O)C)NC(=O)C(Cc1ccc2c(c1)cccc2)N)Cc1c[nH]c2c1cccc2,C56H73N11O12S2,3.591808,3.984221,2.681839,-0.23884,2.235525,2.017476,4.141214,4.206721,4.070949,0.589358,-0.52618,-0.70591,-1.51804,0.368949,-0.13292,-1.17746,-2.58E-02,-2.57E-02,-0.84067,-1.87519,-2.52E-02,-2.52E-02,-1.45594,-3.05446,-2.47E-02,-2.47E-02,-2.60379,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-2.16679,2.719385,2.195733,2.481588,1.384333,2.816123,-1.88831,-0.23795,0.280728,0.803066,3.307867
O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,C41H64O14,1.822077,2.098151,-1.18747,1.837661,0.149998,2.017476,1.279686,1.765204,1.175484,0.642403,-0.14219,0.294248,-0.28679,-0.62096,0.248752,-0.76298,-2.58E-02,-2.57E-02,-0.84067,-0.54875,-2.52E-02,-2.52E-02,-0.61605,0.915085,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.98398,2.719385,1.438839,0.942589,1.384333,2.816123,-1.88831,-0.23795,0.280728,-0.3596,2.979196
Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2O,C23H27FN4O3,0.151239,0.357163,1.134115,0.20042,-0.37138,0.293415,-0.50877,0.333587,-0.25668,0.523051,0.132961,0.474963,0.524626,0.548569,0.626952,-0.31005,-2.58E-02,-2.57E-02,0.098126,0.000364,-2.52E-02,-2.52E-02,0.223833,-0.63896,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,2.084166,2.529585,0.057934,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.463365
CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,C25H32ClFO5,0.342099,0.429704,-1.18747,0.999074,-0.19759,0.047121,-0.50877,0.356943,-0.30157,0.438661,0.634879,1.010875,0.84354,0.959699,0.939228,-0.6818,-2.58E-02,-2.57E-02,-0.84067,-0.58441,-2.52E-02,-2.52E-02,-0.61605,-0.30472,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,0.402766,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,0.803066,1.090829
Clc1ccc2c(c1NC1=NCCN1)nsn2.[Cl-].[H+],C9H8Cl2N5S,-0.49129,-0.65841,0.20548,-0.99756,-0.71897,-0.69176,-0.15108,-0.40901,-0.18367,0.0577,0.054347,-1.058,0.100752,0.356974,-0.10516,0.053154,-2.58E-02,-2.57E-02,0.098126,0.053849,-2.52E-02,-2.52E-02,0.223833,-0.03251,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,2.749695,-0.36668,-0.37732,-0.47951,-0.39508,0.298946,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.5107
CC(CC(C1(CCC1)c1ccc(cc1)Cl)N(C)C)C.O.[Cl-].[H+],C17H28Cl2NO,-0.28318,-0.36825,-0.25884,0.719545,-0.19759,-0.93806,-0.50877,-0.1265,-1.12464,0.0577,1.218434,0.16027,1.081717,1.055497,0.720635,-0.93817,-2.58E-02,-2.57E-02,-0.84067,-0.78765,-2.52E-02,-2.52E-02,-0.61605,-0.48735,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,1.211082,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-0.64217
O=C1/C(=C\2/Nc3c(C2=O)cc(cc3)S(=O)(=O)O)/Nc2c1cc(cc2)S(=O)(=O)O.[Na+],C16H10N2NaO8S2+,0.240329,0.212081,0.669798,-1.87608,-0.71897,0.53971,0.564304,0.003071,0.941839,-1.87363,-0.15428,0.328521,-0.51286,-1.07999,-1.31263,-0.13486,-2.58E-02,-2.57E-02,0.098126,-0.3883,-2.52E-02,-2.52E-02,-0.61605,-0.13243,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.23499,-0.58263,-0.83184,0.942589,1.384333,0.016684,-2.24319,3.654948,1.331694,-0.3596,-0.45691
O=C1CC[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(OC(=O)C)C(=O)C)C)C,C24H34O4,-0.03712,0.13954,-1.18747,1.278603,-0.54518,-0.44547,-0.86646,0.164714,-0.54572,0.471212,0.707445,1.054496,1.005016,0.943733,1.008622,-0.58779,-2.58E-02,-2.57E-02,-0.84067,-0.52023,-2.52E-02,-2.52E-02,-0.61605,-0.2427,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,2.648644,-0.47951,-0.39508,0.647486,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,0.74423
